gene_id	geneset
gene:YMR125W	Nucleus
gene:YMR205C	Cytoplasm
gene:YHR197W	Nucleus
gene:YPL153C	Nucleus
gene:YML091C	Mitochondrion
gene:YHR079C-A	Nucleus
gene:YKR072C	Nucleus
gene:YAL009W	Endoplasmic reticulum membrane
gene:YGR197C	Membrane
gene:YBR152W	Nucleus
gene:YDR245W	Endoplasmic reticulum membrane
gene:YDR305C	Cytoplasm
gene:YGL201C	Nucleus
gene:YNL188W	Cytoplasm
gene:YLR247C	Nucleus
gene:YKR002W	Nucleus
gene:YCR039C	Nucleus
gene:YPL043W	Nucleus
gene:YDL105W	Nucleus
gene:YCL061C	Nucleus
gene:YHR160C	Cytoplasm
gene:YHR034C	Cytoplasm
gene:YOR207C	Nucleus
gene:YNL002C	Nucleus
gene:YJL145W	Cytoplasm
gene:YML114C	Nucleus
gene:YML124C	Cytoplasm
gene:YIL093C	Mitochondrion
gene:YBR198C	Nucleus
gene:YNL148C	Cytoplasm
gene:YHR206W	Nucleus
gene:YPL032C	Cytoplasm
gene:YCL037C	Cytoplasm
gene:YKL154W	Endoplasmic reticulum membrane
gene:YNL032W	Cytoplasm
gene:YKR028W	Cytoplasm
gene:YOR156C	Nucleus
gene:YJL014W	Cytoplasm
gene:YOR308C	Nucleus
gene:YBL031W	Cytoplasm
gene:YDR088C	Nucleus
gene:YDL053C	Cytoplasm
gene:YPL143W	Cytoplasm
gene:YGL013C	Nucleus
gene:YPR154W	Cytoplasm
gene:YPR118W	Cytoplasm
gene:YIL143C	Nucleus
gene:YCR036W	Cytoplasm
gene:YJL096W	Mitochondrion
gene:YGL031C	Cytoplasm
gene:YER087W	Mitochondrion
gene:YNL167C	Nucleus
gene:YGR166W	Cytoplasm
gene:YNR046W	Cytoplasm
gene:YDR525W-A	Membrane
gene:YBL091C-A	Membrane
gene:YMR272C	Endoplasmic reticulum membrane
gene:YLR378C	Endoplasmic reticulum membrane
gene:YGL129C	Mitochondrion
gene:YBR223C	Nucleus
gene:YFL040W	Membrane
gene:YPL067C	Cytoplasm
gene:YPR117W	Membrane
gene:YDL193W	Endoplasmic reticulum membrane
gene:YLR262C-A	Cytoplasm
gene:YER125W	Cytoplasm
gene:YLR222C	Nucleus
gene:YLR227W-B	Cytoplasm
gene:YGR203W	Cytoplasm
gene:YDR316W-A	Cytoplasm
gene:YDR261C-D	Cytoplasm
gene:YOR162C	Cytoplasm
gene:YDR520C	Cytoplasm
gene:YJL069C	Nucleus
gene:YMR253C	Membrane
gene:YPL245W	Cytoplasm
gene:YBR219C	Membrane
gene:YHL005C	Membrane
gene:YOR343W-A	Cytoplasm
gene:YNL235C	Membrane
gene:YML099W-A	Membrane
gene:YBR028C	Cytoplasm
gene:YMR013C-A	Membrane
gene:YAL026C-A	Membrane
gene:YML133W-A	Membrane
gene:YBR012W-A	Cytoplasm
gene:YDL130W-A	Mitochondrion
gene:YNL263C	Endoplasmic reticulum membrane
gene:YJL156W-A	Membrane
gene:YJR098C	Cytoplasm
gene:YFL067W	Membrane
gene:YHL050W-A	Membrane
gene:YDR002W	Cytoplasm
gene:YLR132C	Nucleus
gene:YPL283W-B	Membrane
gene:YPL044C	Membrane
gene:YPL109C	Mitochondrion
gene:YML009W-B	Membrane
gene:YOL159C-A	Cytoplasm
gene:YJL118W	Membrane
gene:YOL134C	Membrane
gene:YGR146C-A	Membrane
gene:YKL095W	Nucleus
gene:YJL086C	Membrane
gene:YNL339W-B	Membrane
gene:YLR441C	Cytoplasm
gene:YGL131C	Cytoplasm
gene:YBR228W	Nucleus
gene:YLR264W	Cytoplasm
gene:YOR167C	Cytoplasm
gene:YLR050C	Endoplasmic reticulum membrane
gene:YLR227W-A	Cytoplasm
gene:YLR410W-B	Cytoplasm
gene:YLR225C	Cytoplasm
gene:YPL087W	Endoplasmic reticulum membrane
gene:YJR124C	Membrane
gene:YLL054C	Nucleus
gene:YIL135C	Cytoplasm
gene:YDR447C	Cytoplasm
gene:YJR123W	Cytoplasm
gene:YER007C-A	Cytoplasm
gene:YGR056W	Nucleus
gene:YFR031C	Nucleus
gene:YLR033W	Nucleus
gene:YPL232W	Membrane
gene:YJR041C	Nucleus
gene:YBR083W	Nucleus
gene:YGR099W	Nucleus
gene:YBL076C	Cytoplasm
gene:YDR443C	Nucleus
gene:YDR510C-A	Membrane
gene:YER190C-A	Membrane
gene:YNL229C	Cytoplasm
gene:YIL013C	Membrane
gene:YGR103W	Nucleus
gene:YNL264C	Cytoplasm
gene:YGL163C	Nucleus
gene:YNL151C	Nucleus
gene:YDL063C	Cytoplasm
gene:YOR192C	Membrane
gene:YHR103W	Cytoplasm
gene:YER029C	Nucleus
gene:YNL139C	Nucleus
gene:YER041W	Cytoplasm
gene:YLR294C	Membrane
gene:YMR046C	Cytoplasm
gene:YLR334C	Membrane
gene:YOL105C	Membrane
gene:YNR034W-A	Cytoplasm
gene:YBL113W-A	Membrane
gene:YBR103W	Nucleus
gene:YGL112C	Nucleus
gene:YLR187W	Cytoplasm
gene:YGR275W	Nucleus
gene:YGR215W	Mitochondrion
gene:YBR216C	Cytoplasm
gene:YCR041W	Membrane
gene:YER039C-A	Membrane
gene:YCL019W	Cytoplasm
gene:YOR186W	Membrane
gene:YKL126W	Cytoplasm
gene:YFL012W-A	Membrane
gene:YLR342W-A	Membrane
gene:YOR146W	Membrane
gene:YBR012W-B	Cytoplasm
gene:YGL022W	Endoplasmic reticulum membrane
gene:YER120W	Endoplasmic reticulum membrane
gene:YDR316W-B	Cytoplasm
gene:YDR210C-D	Cytoplasm
gene:YLR257W	Cytoplasm
gene:YJR102C	Cytoplasm
gene:YGR149W	Membrane
gene:YJR146W	Cytoplasm
gene:YGL239C	Membrane
gene:YHR145C	Membrane
gene:YIL063C	Nucleus
gene:YOR192C-B	Cytoplasm
gene:YER050C	Mitochondrion
gene:YDR297W	Endoplasmic reticulum membrane
gene:YNL062C	Nucleus
gene:YLR212C	Cytoplasm
gene:YNL007C	Cytoplasm
gene:YHR119W	Nucleus
gene:YLR043C	Nucleus
gene:YDL084W	Nucleus
gene:YMR140W	Cytoplasm
gene:YJL136C	Cytoplasm
gene:Q0065	Mitochondrion
gene:YNL306W	Mitochondrion
gene:YGR063C	Nucleus
gene:YLR298C	Nucleus
gene:YDL103C	Cytoplasm
gene:YIL156W-A	Membrane
gene:YHR214C-C	Cytoplasm
gene:YPL229W	Cytoplasm
gene:YPL119C-A	Membrane
gene:YMR030W-A	Membrane
gene:YPR159C-A	Membrane
gene:YPR028W	Endoplasmic reticulum membrane
gene:YOR192C-A	Cytoplasm
gene:YBL104C	Cytoplasm
gene:YDL110C	Cytoplasm
gene:YGL186C	Membrane
gene:YKL058W	Cytoplasm
gene:YDL204W	Endoplasmic reticulum membrane
gene:YBR121C	Cytoplasm
gene:YCL064C	Mitochondrion
gene:YKR008W	Nucleus
gene:YKL056C	Cytoplasm
gene:YLR183C	Nucleus
gene:YFR037C	Nucleus
gene:YNL096C	Cytoplasm
gene:YGR005C	Nucleus
gene:YDR347W	Mitochondrion
gene:YNL302C	Cytoplasm
gene:YHR009C	Cytoplasm
gene:YDR199W	Membrane
gene:YLL032C	Cytoplasm
gene:YMR173W-A	Membrane
gene:YKL044W	Membrane
gene:YOR015W	Membrane
gene:YBL055C	Cytoplasm
gene:YOR006C	Cytoplasm
gene:YOR365C	Membrane
gene:YDR368W	Cytoplasm
gene:YLR407W	Cytoplasm
gene:YGL140C	Membrane
gene:YKL125W	Nucleus
gene:YOR213C	Nucleus
gene:YDL139C	Nucleus
gene:YJL092W	Nucleus
gene:YIR022W	Endoplasmic reticulum membrane
gene:YDR074W	Cytoplasm
gene:YGL056C	Cytoplasm
gene:YGR144W	Cytoplasm
gene:YGR246C	Nucleus
gene:YLR150W	Cytoplasm
gene:YOR329C	Membrane
gene:YML049C	Nucleus
gene:YGR290W	Membrane
gene:YDL009C	Membrane
gene:YDR029W	Membrane
gene:YLR157C-B	Cytoplasm
gene:YDL091C	Cytoplasm
gene:YDL213W-A	Membrane
gene:YPL045W	Cytoplasm
gene:YLR002C	Nucleus
gene:YNL329C	Cytoplasm
gene:YOL142W	Cytoplasm
gene:YOR210W	Nucleus
gene:YDR115W	Mitochondrion
gene:YNL022C	Nucleus
gene:YPR137W	Nucleus
gene:YOR286W	Mitochondrion
gene:YPL212C	Nucleus
gene:YLR383W	Nucleus
gene:YDL048C	Cytoplasm
gene:YNL079C	Cytoplasm
gene:YOR060C	Nucleus
gene:YLR005W	Nucleus
gene:YDR450W	Cytoplasm
gene:YCR061W	Membrane
gene:YDL026W	Membrane
gene:YDR521W	Membrane
gene:YDR053W	Membrane
gene:YEL045C	Membrane
gene:YGR128C	Nucleus
gene:YDR119W-A	Membrane
gene:YLR181C	Cytoplasm
gene:YPL183C	Cytoplasm
gene:YOL002C	Membrane
gene:YDR531W	Cytoplasm
gene:YCR044C	Endoplasmic reticulum membrane
gene:YJL026W	Nucleus
gene:YDL059C	Nucleus
gene:YNL067W	Cytoplasm
gene:YNL312W	Nucleus
gene:YGL143C	Mitochondrion
gene:YOR063W	Cytoplasm
gene:YML058W	Nucleus
gene:YHR178W	Nucleus
gene:YNL222W	Nucleus
gene:YPR157W	Membrane
gene:YDR457W	Nucleus
gene:YDR048C	Membrane
gene:YDL121C	Endoplasmic reticulum membrane
gene:YCR046C	Mitochondrion
gene:YLR461W	Membrane
gene:YLL036C	Nucleus
gene:YKL116C	Cytoplasm
gene:YKL129C	Cytoplasm
gene:YGL038C	Endoplasmic reticulum membrane
gene:YCL031C	Nucleus
gene:YLR312W-A	Mitochondrion
gene:YLR398C	Cytoplasm
gene:YGR244C	Mitochondrion
gene:YMR269W	Nucleus
gene:YKR051W	Membrane
gene:YJL127C-B	Membrane
gene:YNL317W	Nucleus
gene:YGL236C	Mitochondrion
gene:YIL119C	Nucleus
gene:YDR500C	Cytoplasm
gene:YFL036W	Mitochondrion
gene:YLR406C	Cytoplasm
gene:YGR173W	Cytoplasm
gene:YMR193W	Mitochondrion
gene:YOL127W	Cytoplasm
gene:YOR021C	Cytoplasm
gene:YNL196C	Cytoplasm
gene:YCR083W	Mitochondrion
gene:YLR079W	Cytoplasm
gene:YER096W	Cytoplasm
gene:YER161C	Nucleus
gene:YER087C-B	Endoplasmic reticulum membrane
gene:YOR252W	Nucleus
gene:YNL016W	Cytoplasm
gene:YPR018W	Nucleus
gene:YPR003C	Endoplasmic reticulum membrane
gene:YLR066W	Endoplasmic reticulum membrane
gene:YJL089W	Nucleus
gene:YIL109C	Cytoplasm
gene:YKR043C	Cytoplasm
gene:YDR170C	Cytoplasm
gene:YDL153C	Nucleus
gene:YOR154W	Endoplasmic reticulum membrane
gene:YNR023W	Nucleus
gene:YGR263C	Endoplasmic reticulum membrane
gene:YMR158W	Mitochondrion
gene:YGL123W	Cytoplasm
gene:YGR118W	Cytoplasm
gene:YDR431W	Membrane
gene:YBR113W	Membrane
gene:YLR157C-A	Cytoplasm
gene:YDL085C-A	Cytoplasm
gene:YDR149C	Membrane
gene:YDR261W-B	Cytoplasm
gene:YFR052C-A	Membrane
gene:YKL014C	Nucleus
gene:YDR069C	Cytoplasm
gene:YFL021C-A	Membrane
gene:YOL148C	Nucleus
gene:YGR143W	Membrane
gene:YNL081C	Mitochondrion
gene:YHR014W	Nucleus
gene:YBR065C	Nucleus
gene:Q0160	Mitochondrion
gene:YBR146W	Mitochondrion
gene:YDR011W	Membrane
gene:YHR163W	Cytoplasm
gene:YER067C-A	Membrane
gene:YPL042C	Nucleus
gene:YER049W	Nucleus
gene:YPR045C	Nucleus
gene:YAR008W	Nucleus
gene:YML055W	Endoplasmic reticulum membrane
gene:YLR221C	Nucleus
gene:YLR256W-A	Cytoplasm
gene:YGR194C	Cytoplasm
gene:YDR330W	Nucleus
gene:YML013W	Endoplasmic reticulum membrane
gene:YDR210W-A	Cytoplasm
gene:YFL015W-A	Membrane
gene:YKR001C	Cytoplasm
gene:YCL002C	Membrane
gene:YJL068C	Cytoplasm
gene:YDR388W	Cytoplasm
gene:YKR101W	Nucleus
gene:YDR389W	Cytoplasm
gene:YBR214W	Cytoplasm
gene:YNL254C	Cytoplasm
gene:YDR464W	Nucleus
gene:YDR337W	Mitochondrion
gene:YGL244W	Nucleus
gene:YMR030W	Cytoplasm
gene:YMR263W	Nucleus
gene:YML076C	Nucleus
gene:YDR545C-A	Membrane
gene:YDL094C	Membrane
gene:YDR193W	Membrane
gene:YER190C-B	Membrane
gene:YGL041C-B	Membrane
gene:YGR228W	Membrane
gene:YPL126W	Nucleus
gene:YDR213W	Nucleus
gene:YGR296C-A	Membrane
gene:YER099C	Cytoplasm
gene:YDR364C	Nucleus
gene:YIL106W	Cytoplasm
gene:YJL203W	Nucleus
gene:YKR048C	Cytoplasm
gene:YHR120W	Mitochondrion
gene:YML025C	Mitochondrion
gene:YOR305W	Mitochondrion
gene:YHR069C	Cytoplasm
gene:YOR294W	Nucleus
gene:YDR523C	Nucleus
gene:YKL193C	Nucleus
gene:YLR022C	Cytoplasm
gene:YNL126W	Nucleus
gene:YHR172W	Nucleus
gene:YDR362C	Nucleus
gene:YGL230C	Membrane
gene:YIL100C-A	Membrane
gene:YBR237W	Nucleus
gene:YML060W	Nucleus
gene:YOR151C	Nucleus
gene:Q0017	Mitochondrion
gene:YML043C	Nucleus
gene:YCL028W	Cytoplasm
gene:YDL130W	Cytoplasm
gene:YGR165W	Mitochondrion
gene:YJL176C	Nucleus
gene:YDR453C	Cytoplasm
gene:YBL090W	Mitochondrion
gene:YDL225W	Membrane
gene:YER104W	Cytoplasm
gene:YGR081C	Nucleus
gene:YFL008W	Nucleus
gene:YGR027C	Cytoplasm
gene:YGL189C	Cytoplasm
gene:YLR129W	Nucleus
gene:YLR105C	Nucleus
gene:YPL047W	Nucleus
gene:YBL072C	Cytoplasm
gene:YHR167W	Nucleus
gene:YCR052W	Nucleus
gene:YOR251C	Mitochondrion
gene:YHL007C	Cytoplasm
gene:YML127W	Nucleus
gene:YDR391C	Cytoplasm
gene:YER074W	Cytoplasm
gene:YER138C	Cytoplasm
gene:YER160C	Cytoplasm
gene:YFL026W	Membrane
gene:YER147C-A	Membrane
gene:YDR103W	Cytoplasm
gene:YMR223W	Nucleus
gene:YKL209C	Membrane
gene:YAL067C	Membrane
gene:YDR066C	Cytoplasm
gene:YNL253W	Nucleus
gene:YGR161C	Cytoplasm
gene:YIL026C	Nucleus
gene:YPL124W	Nucleus
gene:YDR190C	Nucleus
gene:YGR074W	Nucleus
gene:YDR008C	Membrane
gene:YEL025C	Membrane
gene:YAR047C	Membrane
gene:YGL169W	Cytoplasm
gene:YMR259C	Cytoplasm
gene:YOR256C	Membrane
gene:YAL011W	Nucleus
gene:YBR171W	Endoplasmic reticulum membrane
gene:YLR292C	Cytoplasm
gene:YMR233W	Cytoplasm
gene:YJR145C	Cytoplasm
gene:YLL018C	Cytoplasm
gene:YDR073W	Nucleus
gene:YML028W	Cytoplasm
gene:YOR035C	Cytoplasm
gene:YER116C	Nucleus
gene:YIL134C-A	Membrane
gene:YBR284W	Membrane
gene:YPL283W-A	Membrane
gene:YFL015C	Membrane
gene:YLR363W-A	Nucleus
gene:YMR290W-A	Membrane
gene:YOR396C-A	Membrane
gene:YJR015W	Endoplasmic reticulum membrane
gene:YGR067C	Nucleus
gene:YBR294W	Membrane
gene:YDR341C	Cytoplasm
gene:YDR167W	Nucleus
gene:YNL209W	Cytoplasm
gene:YMR039C	Nucleus
gene:YHL034C	Cytoplasm
gene:YCR018C	Cytoplasm
gene:YBR069C	Membrane
gene:YMR127C	Cytoplasm
gene:YNL049C	Cytoplasm
gene:YGL043W	Nucleus
gene:YKL003C	Mitochondrion
gene:YDL212W	Endoplasmic reticulum membrane
gene:YPR086W	Nucleus
gene:YKR010C	Nucleus
gene:YHR066W	Nucleus
gene:YDR187C	Membrane
gene:YDR133C	Membrane
gene:YLR171W	Membrane
gene:YLR173W	Membrane
gene:YML101C-A	Membrane
gene:YML039W	Cytoplasm
gene:YMR182W-A	Membrane
gene:YDR462W	Mitochondrion
gene:YFL022C	Cytoplasm
gene:YBL034C	Nucleus
gene:YPL210C	Cytoplasm
gene:YGL232W	Cytoplasm
gene:YPL122C	Nucleus
gene:YGR047C	Nucleus
gene:YBR240C	Nucleus
gene:YLR026C	Membrane
gene:YML012W	Endoplasmic reticulum membrane
gene:YDR201W	Nucleus
gene:YJL192C	Endoplasmic reticulum membrane
gene:YLR367W	Cytoplasm
gene:YLR035C-A	Cytoplasm
gene:YNL186W	Nucleus
gene:YBR090C	Cytoplasm
gene:YPR170W-B	Membrane
gene:YLR296W	Membrane
gene:YOR131C	Cytoplasm
gene:YLR379W	Membrane
gene:YNL284C-A	Cytoplasm
gene:YOL099C	Membrane
gene:YPR141C	Cytoplasm
gene:YMR201C	Nucleus
gene:YNL113W	Nucleus
gene:YJL025W	Nucleus
gene:YJR063W	Nucleus
gene:YOL021C	Cytoplasm
gene:YKL006W	Cytoplasm
gene:YOR018W	Membrane
gene:YBR126C	Cytoplasm
gene:YJL125C	Nucleus
gene:YOL004W	Nucleus
gene:YBR123C	Nucleus
gene:YPL028W	Cytoplasm
gene:YHR069C-A	Membrane
gene:YPL216W	Nucleus
gene:YPR027C	Membrane
gene:YPR130C	Membrane
gene:YOL163W	Membrane
gene:YKR075W-A	Membrane
gene:YKR045C	Cytoplasm
gene:YBR224W	Membrane
gene:YOR296W	Cytoplasm
gene:YOR329W-A	Membrane
gene:YHR134W	Nucleus
gene:YDL229W	Cytoplasm
gene:YLR025W	Cytoplasm
gene:YDR320C	Cytoplasm
gene:YGL170C	Cytoplasm
gene:YDR289C	Nucleus
gene:YDR105C	Membrane
gene:YPL183W-A	Mitochondrion
gene:YLR004C	Endoplasmic reticulum membrane
gene:YML010W	Nucleus
gene:YGR084C	Mitochondrion
gene:YMR016C	Nucleus
gene:YKL210W	Cytoplasm
gene:YBL058W	Nucleus
gene:YPL186C	Endoplasmic reticulum membrane
gene:YDR269C	Membrane
gene:YDR207C	Nucleus
gene:YIL060W	Membrane
gene:YCR004C	Cytoplasm
gene:YBR089W	Membrane
gene:YOR196C	Mitochondrion
gene:YCL055W	Nucleus
gene:YCL052C	Endoplasmic reticulum membrane
gene:YBL024W	Nucleus
gene:YPR051W	Cytoplasm
gene:YGR055W	Membrane
gene:YHL036W	Membrane
gene:YPL079W	Cytoplasm
gene:YOR293W	Cytoplasm
gene:YMR258C	Cytoplasm
gene:YBL092W	Cytoplasm
gene:YKL130C	Cytoplasm
gene:YPR081C	Cytoplasm
gene:YDR392W	Nucleus
gene:YKL140W	Membrane
gene:YHR078W	Membrane
gene:YLR130C	Membrane
gene:Q0060	Mitochondrion
gene:YNL206C	Nucleus
gene:YNL309W	Cytoplasm
gene:YMR059W	Nucleus
gene:YPR132W	Cytoplasm
gene:YIL137C	Cytoplasm
gene:YMR266W	Membrane
gene:YHR021C	Cytoplasm
gene:YOR083W	Cytoplasm
gene:YLR337C	Cytoplasm
gene:YDR132C	Cytoplasm
gene:YDL157C	Mitochondrion
gene:YDR290W	Membrane
gene:YJR154W	Cytoplasm
gene:YIL168W	Cytoplasm
gene:YIL046W-A	Membrane
gene:YPL199C	Cytoplasm
gene:YPL225W	Cytoplasm
gene:YPR063C	Endoplasmic reticulum membrane
gene:YPR050C	Membrane
gene:YNL215W	Nucleus
gene:YPL017C	Cytoplasm
gene:YHR076W	Mitochondrion
gene:YJL108C	Membrane
gene:YOL038W	Cytoplasm
gene:YMR314W	Cytoplasm
gene:YHR073W	Cytoplasm
gene:YHR001W	Endoplasmic reticulum membrane
gene:YIR011C	Cytoplasm
gene:YPR056W	Nucleus
gene:YOR357C	Cytoplasm
gene:YJL016W	Cytoplasm
gene:YGL042C	Membrane
gene:YMR019W	Nucleus
gene:YDL013W	Nucleus
gene:YOL006C	Nucleus
gene:YLR357W	Nucleus
gene:YHL004W	Mitochondrion
gene:YLR035C-B	Cytoplasm
gene:YDL144C	Cytoplasm
gene:YDR365W-B	Cytoplasm
gene:YFL002W-B	Cytoplasm
gene:YDR278C	Membrane
gene:YEL034C-A	Membrane
gene:YDR340W	Membrane
gene:YEL053W-A	Membrane
gene:YIL020C-A	Membrane
gene:YJL028W	Membrane
gene:YJR026W	Cytoplasm
gene:YBR094W	Cytoplasm
gene:YGL098W	Endoplasmic reticulum membrane
gene:YMR119W-A	Membrane
gene:YGL255W	Membrane
gene:YPR039W	Membrane
gene:YNR065C	Membrane
gene:YAR053W	Membrane
gene:YHR062C	Nucleus
gene:YOL125W	Cytoplasm
gene:YGR229C	Nucleus
gene:YER140W	Endoplasmic reticulum membrane
gene:YDR041W	Mitochondrion
gene:YDR442W	Membrane
gene:YDR210C-C	Cytoplasm
gene:YDL206W	Membrane
gene:YLR410W-A	Cytoplasm
gene:YDR210W-B	Cytoplasm
gene:YDR338C	Membrane
gene:YLR271W	Cytoplasm
gene:YER053C-A	Endoplasmic reticulum membrane
gene:YGR160W	Membrane
gene:YLR036C	Membrane
gene:YGL024W	Membrane
gene:YBR064W	Membrane
gene:YIR043C	Membrane
gene:YHL045W	Membrane
gene:YHL008C	Membrane
gene:YOR097C	Membrane
gene:YLR412W	Cytoplasm
gene:YHL015W	Cytoplasm
gene:YDR346C	Cytoplasm
gene:YPL222W	Mitochondrion
gene:YAL047C	Cytoplasm
gene:YJL111W	Cytoplasm
gene:YPL273W	Cytoplasm
gene:YDR175C	Mitochondrion
gene:YER086W	Mitochondrion
gene:YJL080C	Endoplasmic reticulum membrane
gene:YJL154C	Membrane
gene:YGR218W	Nucleus
gene:YFL002W-A	Cytoplasm
gene:YLR269C	Membrane
gene:YKR005C	Membrane
gene:YDR200C	Endoplasmic reticulum membrane
gene:YGR293C	Membrane
gene:YPL060C-A	Cytoplasm
gene:YML057C-A	Membrane
gene:YLR326W	Membrane
gene:YLR339C	Membrane
gene:YDR310C	Nucleus
gene:YGR274C	Nucleus
gene:YDR422C	Cytoplasm
gene:YDR120C	Mitochondrion
gene:YNL257C	Endoplasmic reticulum membrane
gene:YMR013C	Endoplasmic reticulum membrane
gene:YJL168C	Nucleus
gene:YBR172C	Cytoplasm
gene:YBL052C	Nucleus
gene:YOR007C	Cytoplasm
gene:YOR290C	Nucleus
gene:YOR159C	Cytoplasm
gene:YGR245C	Nucleus
gene:YAL027W	Nucleus
gene:YKL155C	Mitochondrion
gene:YCR007C	Membrane
gene:YCR097W-A	Membrane
gene:YJL225W-A	Membrane
gene:YGL161C	Membrane
gene:YNL252C	Mitochondrion
gene:YNR022C	Mitochondrion
gene:YDR145W	Nucleus
gene:YHR111W	Cytoplasm
gene:YER130C	Nucleus
gene:YDL218W	Membrane
gene:YDR261W-A	Cytoplasm
gene:YHL009W-B	Cytoplasm
gene:YPR147C	Membrane
gene:YLR287C	Cytoplasm
gene:YKL023W	Cytoplasm
gene:YIL023C	Endoplasmic reticulum membrane
gene:YNL284C-B	Cytoplasm
gene:YOL028C	Nucleus
gene:YGR073C	Membrane
gene:YBR031W	Cytoplasm
gene:YMR270C	Nucleus
gene:YJR094W-A	Cytoplasm
gene:YOR194C	Cytoplasm
gene:YLR135W	Nucleus
gene:YDR209C	Membrane
gene:YLR424C-B	Cytoplasm
gene:YFR010W-A	Membrane
gene:YBR054W	Membrane
gene:YBL100C	Membrane
gene:YHR140W	Endoplasmic reticulum membrane
gene:YDR049W	Cytoplasm
gene:YHR056W-A	Membrane
gene:YPL247C	Cytoplasm
gene:YKL033W	Cytoplasm
gene:YGR080W	Cytoplasm
gene:YHR180W-A	Membrane
gene:YOR343W-B	Cytoplasm
gene:YLR278C	Nucleus
gene:YBR300C	Membrane
gene:YLR345W	Cytoplasm
gene:YOL073C	Membrane
gene:YJL132W	Membrane
gene:YBL005W-B	Cytoplasm
gene:YNR034W	Cytoplasm
gene:YDR485C	Nucleus
gene:YIL091C	Nucleus
gene:YDR390C	Nucleus
gene:YLR162W	Membrane
gene:YDL190C	Cytoplasm
gene:YDR215C	Membrane
gene:YDR034C-D	Cytoplasm
gene:YOR048C	Nucleus
gene:YFR036W-A	Membrane
gene:YLR230W	Membrane
gene:YFR032C-B	Membrane
gene:YIL166C	Membrane
gene:YLL007C	Cytoplasm
gene:YGR219W	Cytoplasm
gene:YGR269W	Cytoplasm
gene:YLR046C	Membrane
gene:YJR029W	Cytoplasm
gene:YNL046W	Endoplasmic reticulum membrane
gene:YGL074C	Membrane
gene:YOR345C	Membrane
gene:YAL065C	Membrane
gene:YDR259C	Nucleus
gene:YLR444C	Membrane
gene:YNL095C	Membrane
gene:YBR109W-A	Membrane
gene:YNL013C	Membrane
gene:YLR061W	Cytoplasm
gene:YBR030W	Nucleus
gene:YLR321C	Nucleus
gene:YPL057C	Membrane
gene:YDR233C	Endoplasmic reticulum membrane
gene:YLR256W-B/YLR256W-C	Cytoplasm
gene:YMR040W	Endoplasmic reticulum membrane
gene:YDR261C-C	Cytoplasm
gene:YOR075W	Endoplasmic reticulum membrane
gene:YGL173C	Cytoplasm
gene:YGR141W	Membrane
gene:YDR136C	Membrane
gene:YLL006W-A	Membrane
gene:YIL089W	Membrane
gene:YGR283C	Nucleus
gene:YOR283W	Cytoplasm
gene:YEL012W	Cytoplasm
gene:YAR010C	Cytoplasm
gene:YKL071W	Cytoplasm
gene:YAL016C-A	Membrane
gene:YOR082C	Membrane
gene:YNR005C	Membrane
gene:YPL129W	Nucleus
gene:YML014W	Cytoplasm
gene:YER068C-A	Membrane
gene:YKL156W	Cytoplasm
gene:YER147C	Nucleus
gene:YLR006C	Cytoplasm
gene:YER076W-A	Membrane
gene:YLR123C	Membrane
gene:YPL065W	Cytoplasm
gene:YDR170W-A	Cytoplasm
gene:YMR279C	Membrane
gene:YPR012W	Membrane
gene:YHR219C-A	Membrane
gene:YPL107W	Mitochondrion
gene:YOL162W	Membrane
gene:YOR225W	Membrane
gene:YAL047W-A	Membrane
gene:YJR023C	Membrane
gene:YHR026W	Membrane
gene:YAR064W	Membrane
gene:YAR069C	Membrane
gene:YPR040W	Cytoplasm
gene:YDR365W-A	Cytoplasm
gene:YML115C	Endoplasmic reticulum membrane
gene:YLR108C	Nucleus
gene:YMR306C-A	Membrane
gene:YHL019W-A	Membrane
gene:YNL237W	Membrane
gene:YPR126C	Membrane
gene:YNL181W	Endoplasmic reticulum membrane
gene:YBR220C	Membrane
gene:YOR277C	Membrane
gene:YMR045C	Cytoplasm
gene:YMR141W-A	Membrane
gene:YFL054C	Membrane
gene:YPR109W	Membrane
gene:YAL042C-A	Membrane
gene:YMR010W	Membrane
gene:YGR027W-B	Cytoplasm
gene:YNL122C	Mitochondrion
gene:YDR064W	Cytoplasm
gene:YDR227W	Nucleus
gene:YGR260W	Membrane
gene:YJR027W	Cytoplasm
gene:YMR304C-A	Membrane
gene:YJR085C	Mitochondrion
gene:YPL191C	Cytoplasm
gene:YOR272W	Nucleus
gene:YHR214C-D	Membrane
gene:YMR104C	Nucleus
gene:YPL144W	Cytoplasm
gene:YPR073C	Cytoplasm
gene:YKL128C	Cytoplasm
gene:YNL175C	Nucleus
gene:YCR077C	Cytoplasm
gene:YMR109W	Cytoplasm
gene:YER003C	Cytoplasm
gene:YJR024C	Cytoplasm
gene:YDL075W	Cytoplasm
gene:YGR239C	Cytoplasm
gene:YGR091W	Nucleus
gene:YJL121C	Cytoplasm
gene:YDR067C	Cytoplasm
gene:YDR473C	Nucleus
gene:YLR035C	Nucleus
gene:YKL168C	Cytoplasm
gene:YKL110C	Cytoplasm
gene:YLR174W	Cytoplasm
gene:YHR199C-A	Nucleus
gene:YIL050W	Cytoplasm
gene:YJL179W	Cytoplasm
gene:YNL099C	Cytoplasm
gene:YNL056W	Cytoplasm
gene:YLR032W	Cytoplasm
