gene_id	geneset
gene:YDR471W	Cytoplasm
gene:YIL078W	Cytoplasm
gene:YML098W	Nucleus
gene:YDR498C	Endoplasmic reticulum membrane
gene:YGL207W	Nucleus
gene:YOR335C	Cytoplasm
gene:YGR013W	Cytoplasm
gene:YNL187W	Nucleus
gene:YGL145W	Endoplasmic reticulum membrane
gene:YKL173W	Nucleus
gene:YOR179C	Nucleus
gene:YMR066W	Mitochondrion
gene:YOR315W	Nucleus
gene:YDR240C	Nucleus
gene:YFL017W-A	Nucleus
gene:YPL274W	Membrane
gene:YLR182W	Nucleus
gene:YMR190C	Nucleus
gene:YCR060W	Cytoplasm
gene:YER175C	Cytoplasm
gene:YCR033W	Nucleus
gene:YML026C	Cytoplasm
gene:YLR122C	Membrane
gene:YDR315C	Nucleus
gene:YPL093W	Nucleus
gene:YPL226W	Cytoplasm
gene:YLR186W	Nucleus
gene:YDR205W	Endoplasmic reticulum membrane
gene:YPL146C	Nucleus
gene:YLR197W	Nucleus
gene:YLR438W	Cytoplasm
gene:YPL156C	Membrane
gene:YPL070W	Cytoplasm
gene:YDR057W	Endoplasmic reticulum membrane
gene:YLR338W	Membrane
gene:YOL076W	Cytoplasm
gene:YMR069W	Nucleus
gene:YFL001W	Nucleus
gene:YLR165C	Mitochondrion
gene:YDR087C	Nucleus
gene:YPR143W	Nucleus
gene:YJL030W	Nucleus
gene:YLR309C	Cytoplasm
gene:YHR121W	Cytoplasm
gene:YOR267C	Cytoplasm
gene:YPL015C	Cytoplasm
gene:YJR050W	Cytoplasm
gene:YER015W	Cytoplasm
gene:YER127W	Nucleus
gene:YJL123C	Cytoplasm
gene:YIL043C	Endoplasmic reticulum membrane
gene:YPL133C	Cytoplasm
gene:YDR527W	Cytoplasm
gene:YBL048W	Membrane
gene:YKL038W	Nucleus
gene:YAR007C	Nucleus
gene:YJL140W	Nucleus
gene:Q0144	Mitochondrion
gene:Q0182	Mitochondrion
gene:YGL127C	Nucleus
gene:YKL143W	Nucleus
gene:YOL061W	Cytoplasm
gene:YIL033C	Cytoplasm
gene:YOR372C	Cytoplasm
gene:YLR014C	Nucleus
gene:YJL117W	Membrane
gene:YAL015C	Nucleus
gene:YML019W	Endoplasmic reticulum membrane
gene:YJL217W	Cytoplasm
gene:YFR047C	Cytoplasm
gene:YER132C	Cytoplasm
gene:YGL094C	Cytoplasm
gene:YIL095W	Cytoplasm
gene:YDR307W	Endoplasmic reticulum membrane
gene:YJR074W	Nucleus
gene:YKL012W	Nucleus
gene:YDR418W	Cytoplasm
gene:YML117W	Cytoplasm
gene:YHR088W	Nucleus
gene:YOR107W	Cytoplasm
gene:YDR217C	Nucleus
gene:YGL120C	Nucleus
gene:YJR002W	Nucleus
gene:YOR328W	Membrane
gene:YPL159C	Mitochondrion
gene:YOL005C	Nucleus
gene:YLR325C	Cytoplasm
gene:YDR404C	Nucleus
gene:YDL136W	Cytoplasm
gene:YDL047W	Cytoplasm
gene:YBR188C	Nucleus
gene:YML069W	Nucleus
gene:YDL021W	Cytoplasm
gene:YML059C	Endoplasmic reticulum membrane
gene:YAL023C	Endoplasmic reticulum membrane
gene:YOL144W	Nucleus
gene:YJL191W	Cytoplasm
gene:YPL169C	Nucleus
gene:YGL183C	Nucleus
gene:YDR014W-A	Nucleus
gene:YPR016C	Cytoplasm
gene:YDL238C	Cytoplasm
gene:YMR132C	Cytoplasm
gene:YDL223C	Cytoplasm
gene:YBR010W; YNL031C	Nucleus
gene:YDR234W	Mitochondrion
gene:YNL021W	Nucleus
gene:YHR192W	Endoplasmic reticulum membrane
gene:YMR100W	Cytoplasm
gene:YIL037C	Membrane
gene:YNL292W	Nucleus
gene:YPL220W	Cytoplasm
gene:YPL198W	Cytoplasm
gene:YBL027W	Cytoplasm
gene:YCR057C	Nucleus
gene:YDR322W	Mitochondrion
gene:YPR043W	Cytoplasm
gene:YJL091C	Endoplasmic reticulum membrane
gene:YOR284W	Cytoplasm
gene:YGR123C	Nucleus
gene:YGR180C	Nucleus
gene:YDL036C	Mitochondrion
gene:YKR060W	Nucleus
gene:YDR314C	Nucleus
gene:YDR202C	Cytoplasm
gene:YDR004W	Nucleus
gene:YOR391C	Cytoplasm
gene:YPR008W	Nucleus
gene:YOR108W	Mitochondrion
gene:YDL166C	Cytoplasm
gene:YLL022C	Nucleus
gene:YPR169W	Nucleus
gene:YLR450W	Endoplasmic reticulum membrane
gene:YHL011C	Cytoplasm
gene:YPL209C	Nucleus
gene:YER056C-A	Cytoplasm
gene:YKR081C	Nucleus
gene:YMR061W	Nucleus
gene:YJL130C	Cytoplasm
gene:YDL150W	Nucleus
gene:YKL144C	Nucleus
gene:Q0092	Mitochondrion
gene:YDR382W	Cytoplasm
gene:YOL040C	Cytoplasm
gene:YNL185C	Mitochondrion
gene:YDR416W	Nucleus
gene:YDR296W	Nucleus
gene:YJR118C	Endoplasmic reticulum membrane
gene:YNL024C-A	Endoplasmic reticulum membrane
gene:YGR191W	Membrane
gene:YDR017C	Cytoplasm
gene:YNL227C	Nucleus
gene:YJL142C	Membrane
gene:YGL080W	Mitochondrion
gene:YKL059C	Nucleus
gene:YKL215C	Cytoplasm
gene:YDL065C	Cytoplasm
gene:YOR234C	Cytoplasm
gene:YBR025C	Cytoplasm
gene:YBL051C	Cytoplasm
gene:YOR281C	Cytoplasm
gene:YML058W-A	Cytoplasm
gene:YIL162W	Cytoplasm
gene:YPL254W	Nucleus
gene:YOL081W	Cytoplasm
gene:YJL037W	Membrane
gene:YPL184C	Cytoplasm
gene:YPL037C	Cytoplasm
gene:YOR373W	Cytoplasm
gene:YPR094W	Nucleus
gene:YBR084C-A	Cytoplasm
gene:YGR258C	Nucleus
gene:R0020C	Nucleus
gene:YIL127C	Nucleus
gene:YPR190C	Cytoplasm
gene:YMR021C	Nucleus
gene:YDL052C	Membrane
gene:YGR199W	Endoplasmic reticulum membrane
gene:YGR206W	Cytoplasm
gene:YJL010C	Nucleus
gene:YNL156C	Endoplasmic reticulum membrane
gene:YLL034C	Nucleus
gene:YBR049C	Nucleus
gene:YLR439W	Mitochondrion
gene:YNL299W	Nucleus
gene:YKL212W	Endoplasmic reticulum membrane
gene:YPL241C	Cytoplasm
gene:YDR328C	Cytoplasm
gene:YBR195C	Cytoplasm
gene:YMR004W	Cytoplasm
gene:YER159C	Nucleus
gene:YML047C	Membrane
gene:YOR209C	Cytoplasm
gene:YPL249C-A	Cytoplasm
gene:YLR107W	Cytoplasm
gene:YPR042C	Cytoplasm
gene:YBR005W	Endoplasmic reticulum membrane
gene:YDR363W	Cytoplasm
gene:YBR215W	Nucleus
gene:YIL150C	Nucleus
gene:YBR142W	Nucleus
gene:YMR172W	Nucleus
gene:YOL100W	Nucleus
gene:YJL011C	Nucleus
gene:YJL189W	Cytoplasm
gene:YMR194W	Cytoplasm
gene:YPR010C	Nucleus
gene:YDL081C	Cytoplasm
gene:YPL131W	Cytoplasm
gene:YPL009C	Cytoplasm
gene:YPR116W	Mitochondrion
gene:YKR071C	Cytoplasm
gene:YMR264W	Endoplasmic reticulum membrane
gene:YNL125C	Endoplasmic reticulum membrane
gene:YOL119C	Membrane
gene:YPL098C	Membrane
gene:YER092W	Nucleus
gene:YEL019C	Nucleus
gene:YER173W	Nucleus
gene:YNL105W	Membrane
gene:YML087C	Membrane
gene:YML099C	Cytoplasm
gene:YBR101C	Cytoplasm
gene:YKL054C	Nucleus
gene:YGL200C	Endoplasmic reticulum membrane
gene:YML006C	Cytoplasm
gene:YER060W	Membrane
gene:YDL219W	Cytoplasm
gene:YBL093C	Nucleus
gene:YHR162W	Mitochondrion
gene:YOR341W	Nucleus
gene:YDL202W	Mitochondrion
gene:YDL092W	Cytoplasm
gene:YLR045C	Cytoplasm
gene:YNL178W	Cytoplasm
gene:YGR213C	Membrane
gene:YLR082C	Cytoplasm
gene:YKR091W	Cytoplasm
gene:YML105C	Cytoplasm
gene:YDL005C	Nucleus
gene:YKR095W	Nucleus
gene:YOR324C	Endoplasmic reticulum membrane
gene:YKL201C	Membrane
gene:YBR193C	Nucleus
gene:YAL035W	Cytoplasm
gene:YCL009C	Mitochondrion
gene:YLR239C	Mitochondrion
gene:YOR013W	Membrane
gene:YMR076C	Nucleus
gene:YLR059C	Mitochondrion
gene:YDL127W	Cytoplasm
gene:YKL186C	Nucleus
gene:YMR142C	Cytoplasm
gene:YPL024W	Cytoplasm
gene:YML015C	Nucleus
gene:YDR037W	Cytoplasm
gene:YOR165W	Endoplasmic reticulum membrane
gene:YIL068C	Cytoplasm
gene:YBR182C	Nucleus
gene:YCL017C	Mitochondrion
gene:YOL003C	Endoplasmic reticulum membrane
gene:YER059W	Cytoplasm
gene:YGR158C	Cytoplasm
gene:YNL149C	Endoplasmic reticulum membrane
gene:YOR243C	Nucleus
gene:YPR007C	Nucleus
gene:YMR242C	Cytoplasm
gene:YOL120C	Cytoplasm
gene:YGL171W	Nucleus
gene:YDL191W	Cytoplasm
gene:YMR229C	Nucleus
gene:YBL038W	Mitochondrion
gene:YER129W	Cytoplasm
gene:YJL013C	Nucleus
gene:YDL115C	Cytoplasm
gene:YDR123C	Nucleus
gene:YAR042W	Cytoplasm
gene:YOR298W	Membrane
gene:YDR406W	Membrane
gene:YCR106W	Nucleus
gene:YML011C	Nucleus
gene:YBR114W	Nucleus
gene:YHR147C	Mitochondrion
gene:YDR333C	Cytoplasm
gene:YHR143W-A	Nucleus
gene:YPL208W	Cytoplasm
gene:YDL076C	Nucleus
gene:YDL112W	Cytoplasm
gene:YMR280C	Nucleus
gene:YJR149W	Cytoplasm
gene:YNL225C	Cytoplasm
gene:YGL220W	Cytoplasm
gene:YIL097W	Cytoplasm
gene:YOL017W	Cytoplasm
gene:YJR086W	Membrane
gene:YLR244C	Cytoplasm
gene:YGL090W	Cytoplasm
gene:YEL044W	Nucleus
gene:YHR046C	Cytoplasm
gene:YOR312C	Cytoplasm
gene:YDR028C	Nucleus
gene:YPL012W	Cytoplasm
gene:YOR220W	Cytoplasm
gene:YLR256W	Nucleus
gene:YHL027W	Cytoplasm
gene:YLR453C	Nucleus
gene:YLR029C	Cytoplasm
gene:YFL033C	Cytoplasm
gene:YCR028C-A	Mitochondrion
gene:YML095C	Nucleus
gene:YGL030W	Cytoplasm
gene:YMR235C	Cytoplasm
gene:YER148W	Nucleus
gene:YDR126W	Endoplasmic reticulum membrane
gene:YPL013C	Mitochondrion
gene:YOR142W	Mitochondrion
gene:YIL104C	Nucleus
gene:YER038C	Nucleus
gene:YNL124W	Nucleus
gene:YNL282W	Nucleus
gene:YBL068W	Cytoplasm
gene:YBL018C	Nucleus
gene:YBR186W	Nucleus
gene:YDL007W	Cytoplasm
gene:YPL031C	Cytoplasm
gene:YFR050C	Cytoplasm
gene:YER009W	Cytoplasm
gene:YGL044C	Nucleus
gene:YLR344W	Cytoplasm
gene:YKR050W	Membrane
gene:YGR049W	Membrane
gene:YPL038W	Cytoplasm
gene:YLR205C	Endoplasmic reticulum membrane
gene:YMR186W	Cytoplasm
gene:YPL055C	Nucleus
gene:YJL219W	Membrane
gene:YDR291W	Nucleus
gene:YDR499W	Cytoplasm
gene:YGL133W	Nucleus
gene:YGL216W	Cytoplasm
gene:YBL063W	Cytoplasm
gene:YDR397C	Nucleus
gene:YGL063W	Mitochondrion
gene:YLR350W	Endoplasmic reticulum membrane
gene:YGR038W	Endoplasmic reticulum membrane
gene:YPR162C	Nucleus
gene:YAL017W	Cytoplasm
gene:YIL083C	Cytoplasm
gene:YBR066C	Nucleus
gene:YNL137C	Mitochondrion
gene:YAL032C	Nucleus
gene:YLR265C	Cytoplasm
gene:YIR009W	Nucleus
gene:YMR224C	Nucleus
gene:YIL066C	Cytoplasm
gene:YOR111W	Cytoplasm
gene:YPR178W	Nucleus
gene:YBL005W	Nucleus
gene:YNL072W	Cytoplasm
gene:YNR052C	Cytoplasm
gene:YGL064C	Mitochondrion
gene:YDL043C	Nucleus
gene:YCR066W	Nucleus
gene:YNL069C	Cytoplasm
gene:YIL021W	Nucleus
gene:YMR024W	Mitochondrion
gene:YNL163C	Cytoplasm
gene:YMR075W	Nucleus
gene:YJL148W	Nucleus
gene:YBL057C	Cytoplasm
gene:YGL068W	Mitochondrion
gene:YER112W	Nucleus
gene:YGL237C	Nucleus
gene:YLR072W	Endoplasmic reticulum membrane
gene:YMR208W	Cytoplasm
gene:YLR096W	Cytoplasm
gene:YNL316C	Cytoplasm
gene:YLR376C	Nucleus
gene:YBR055C	Nucleus
gene:YKL180W	Cytoplasm
gene:YBR275C	Nucleus
gene:YNL216W	Nucleus
gene:YDR237W	Mitochondrion
gene:YBR282W	Mitochondrion
gene:YGL222C	Cytoplasm
gene:YER183C	Mitochondrion
gene:YPR104C	Nucleus
gene:YPL046C	Cytoplasm
gene:YDR302W	Endoplasmic reticulum membrane
gene:YLL031C	Endoplasmic reticulum membrane
gene:YDR047W	Nucleus
gene:YLR052W	Nucleus
gene:R0040C	Nucleus
gene:YGR280C	Nucleus
gene:YLR009W	Cytoplasm
gene:YDL140C	Nucleus
gene:YBR260C	Cytoplasm
gene:YBR073W	Nucleus
gene:YOR279C	Nucleus
gene:YOR017W	Mitochondrion
gene:YGR030C	Nucleus
gene:YKR080W	Cytoplasm
gene:YNL261W	Nucleus
gene:YMR080C	Cytoplasm
gene:YDL045W-A	Mitochondrion
gene:YBR261C	Cytoplasm
gene:YEL016C	Membrane
gene:YDL232W	Endoplasmic reticulum membrane
gene:YGL221C	Mitochondrion
gene:YDR075W	Cytoplasm
gene:YHR165C	Nucleus
gene:YJL050W	Nucleus
gene:YOR104W	Membrane
gene:YLR266C	Cytoplasm
gene:YDR356W	Nucleus
gene:YBR095C	Nucleus
gene:YBL007C	Nucleus
gene:YNL082W	Nucleus
gene:YGR147C	Cytoplasm
gene:YHR072W-A	Nucleus
gene:YLR054C	Cytoplasm
gene:YOR362C	Cytoplasm
gene:YBR060C	Nucleus
gene:YBR057C	Cytoplasm
gene:YPL022W	Nucleus
gene:YGR169C	Cytoplasm
gene:YGL076C	Cytoplasm
gene:YBR191W	Cytoplasm
gene:YLR421C	Cytoplasm
gene:YLR263W	Nucleus
gene:YKR025W	Nucleus
gene:YGL146C	Membrane
gene:YMR230W	Cytoplasm
gene:YDR195W	Nucleus
gene:YOL133W	Cytoplasm
gene:YBR048W	Cytoplasm
gene:YDR025W	Cytoplasm
gene:YLR451W	Nucleus
gene:YDL066W	Mitochondrion
gene:YER019W	Membrane
gene:YDL095W	Endoplasmic reticulum membrane
gene:YCR072C	Nucleus
gene:YCR104W	Membrane
gene:YMR148W	Membrane
gene:YNR024W	Nucleus
gene:YBR052C	Cytoplasm
gene:YMR200W	Endoplasmic reticulum membrane
gene:YBR154C	Nucleus
gene:YDL111C	Cytoplasm
gene:YDR280W	Cytoplasm
gene:Q0140	Mitochondrion
gene:YGR286C	Mitochondrion
gene:YDR099W	Cytoplasm
gene:YHL019C	Membrane
gene:YPL008W	Nucleus
gene:YDR519W	Endoplasmic reticulum membrane
gene:YNL023C	Cytoplasm
gene:YGL086W	Nucleus
gene:YOL108C	Nucleus
gene:YDR071C	Cytoplasm
gene:YNR003C	Nucleus
gene:YLR185W	Cytoplasm
gene:YJL173C	Nucleus
gene:YHR065C	Nucleus
gene:YKL138C	Mitochondrion
gene:YDR492W	Endoplasmic reticulum membrane
gene:YHR193C	Cytoplasm
gene:YIL145C	Cytoplasm
gene:YGL053W	Membrane
gene:YDR142C	Cytoplasm
gene:YOR368W	Nucleus
gene:YBR081C	Nucleus
gene:YDR006C	Nucleus
gene:YDL170W	Nucleus
gene:YDR239C	Cytoplasm
gene:YBR027C	Membrane
gene:YBR099C	Membrane
gene:YBR124W	Membrane
gene:YMR155W	Membrane
gene:YMR316C-B	Membrane
gene:YKL082C	Nucleus
gene:YDL230W	Cytoplasm
gene:YLR275W	Nucleus
gene:YBR063C	Membrane
gene:YLR111W	Membrane
gene:YGL165C	Membrane
gene:YJL056C	Nucleus
gene:YGR285C	Cytoplasm
gene:YPL264C	Membrane
gene:YPL068C	Nucleus
gene:YNL198C	Mitochondrion
gene:YNL010W	Cytoplasm
gene:YBR116C	Membrane
gene:YDR250C	Membrane
gene:YIL066W-A	Membrane
gene:YHR213W-A	Membrane
gene:YPL071C	Cytoplasm
gene:YKL096C-B	Membrane
gene:YOR053W	Membrane
gene:YOR376W	Membrane
gene:YDR054C	Cytoplasm
gene:YDR319C	Membrane
gene:YNL054W-A	Cytoplasm
gene:YMR172C-A	Membrane
gene:YKL100C	Membrane
gene:YJR018W	Membrane
gene:YGR161W-A	Cytoplasm
gene:YKL167C	Mitochondrion
gene:YLR268W	Membrane
gene:YDR292C	Endoplasmic reticulum membrane
gene:YMR288W	Nucleus
gene:YHR203C	Cytoplasm
gene:YBL004W	Cytoplasm
gene:YHR097C	Cytoplasm
gene:YHR016C	Cytoplasm
gene:YIL167W	Cytoplasm
gene:YMR156C	Nucleus
gene:YLR430W	Nucleus
gene:YHR056C	Nucleus
gene:YBR251W	Mitochondrion
gene:YPR087W	Membrane
gene:YDL015C	Endoplasmic reticulum membrane
gene:YNL246W	Nucleus
gene:YBR058C	Cytoplasm
gene:YDR182W-A	Membrane
gene:YML021C	Mitochondrion
gene:YDR034C-A	Membrane
gene:YOR359W	Cytoplasm
gene:YGR168C	Membrane
gene:YJR038C	Membrane
gene:YLL066W-A	Membrane
gene:YCR087C-A	Nucleus
gene:YMR188C	Mitochondrion
gene:YDR146C	Nucleus
gene:YGL041C	Membrane
gene:YKL183C-A	Membrane
gene:YOR223W	Endoplasmic reticulum membrane
gene:YKR070W	Mitochondrion
gene:YOR268C	Membrane
gene:YJL120W	Membrane
gene:YNL251C	Nucleus
gene:YMR286W	Mitochondrion
gene:YBL025W	Nucleus
gene:YBR268W	Mitochondrion
gene:YGR044C	Nucleus
gene:YBR111W-A	Nucleus
gene:YPR189W	Cytoplasm
gene:YPR182W	Nucleus
gene:YDL098C	Nucleus
gene:YHL006C	Nucleus
gene:YML063W	Cytoplasm
gene:YDL080C	Nucleus
gene:YGR248W	Cytoplasm
gene:YLR322W	Membrane
gene:YOR191W	Nucleus
gene:YGR226C	Membrane
gene:YGR265W	Membrane
gene:YJR028W	Cytoplasm
gene:YCL020W	Cytoplasm
gene:YPL205C	Membrane
gene:YMR324C	Membrane
gene:YPL230W	Nucleus
gene:YNR012W	Cytoplasm
gene:YLR435W	Cytoplasm
gene:YAL031W-A	Membrane
gene:YOR352W	Cytoplasm
gene:YER024W	Cytoplasm
gene:YJL182C	Membrane
gene:YGL194C-A	Membrane
gene:YLR458W	Membrane
gene:YDR247W	Cytoplasm
gene:YDR183C-A	Membrane
gene:YDL152W	Membrane
gene:YMR067C	Nucleus
gene:YDL199C	Membrane
gene:YFL013W-A	Membrane
gene:YDR034C-C	Cytoplasm
gene:YEL018C-A	Membrane
gene:YER084W-A	Membrane
gene:YPL139C	Cytoplasm
gene:YCL065W	Membrane
gene:YEL020C	Cytoplasm
gene:YMR273C	Cytoplasm
gene:YIR023C-A	Membrane
gene:YOR032W-A	Membrane
gene:YAR028W	Membrane
gene:YPR077C	Membrane
gene:YOL103W-B	Cytoplasm
gene:YDL119C	Mitochondrion
gene:YDR222W	Cytoplasm
gene:YDL072C	Endoplasmic reticulum membrane
gene:YLR198C	Membrane
gene:YLR424C-A	Cytoplasm
gene:YGR109W-B	Cytoplasm
gene:YPL201C	Cytoplasm
gene:YPR152C	Nucleus
gene:YPR153W	Membrane
gene:YKL165C-A	Membrane
gene:YLR281C	Mitochondrion
gene:YBR292C	Membrane
gene:YNL195C	Mitochondrion
gene:YFR035C	Membrane
gene:YNL228W	Membrane
gene:YMR193C-A	Membrane
gene:YMR022W	Endoplasmic reticulum membrane
gene:YGL036W	Cytoplasm
gene:YJL206C	Nucleus
gene:YOR064C	Nucleus
gene:YNL143C	Membrane
gene:YBL100W-B	Cytoplasm
gene:YPL125W	Cytoplasm
gene:YIL052C	Cytoplasm
gene:YJR068W	Nucleus
gene:YNL005C	Mitochondrion
gene:YDR279W	Nucleus
gene:YPL090C	Cytoplasm
gene:YBR258C	Nucleus
gene:YLL002W	Nucleus
gene:YPL213W	Nucleus
gene:YOL067C	Nucleus
gene:YBL066C	Nucleus
gene:YEL077W-A	Membrane
gene:YDR387C	Membrane
gene:YEL014C	Cytoplasm
gene:YLR404W	Endoplasmic reticulum membrane
gene:YIL156W	Cytoplasm
gene:YER137C-A	Cytoplasm
gene:YMR117C	Nucleus
gene:YKL108W	Nucleus
gene:YKL152C	Cytoplasm
gene:YOR321W	Endoplasmic reticulum membrane
gene:YIL117C	Membrane
gene:YAL036C	Cytoplasm
gene:YDR405W	Mitochondrion
gene:YDR504C	Membrane
gene:YER079C-A	Membrane
gene:YDR410C	Membrane
gene:YPL083C	Nucleus
gene:YER102W	Cytoplasm
gene:YJR117W	Endoplasmic reticulum membrane
gene:YLR388W	Cytoplasm
gene:YKL028W	Nucleus
gene:YLR318W	Nucleus
gene:YBR162W-A	Endoplasmic reticulum membrane
gene:YOR337W	Nucleus
gene:YGL096W	Nucleus
gene:YOL112W	Cytoplasm
gene:YDL002C	Nucleus
gene:YER070W	Cytoplasm
gene:YER095W	Nucleus
gene:YNL330C	Cytoplasm
gene:YGR195W	Cytoplasm
gene:YHR189W	Mitochondrion
gene:YPR187W	Cytoplasm
gene:YPL128C	Nucleus
gene:YJL102W	Mitochondrion
gene:YOR001W	Nucleus
gene:YPR115W	Cytoplasm
gene:YDR116C	Mitochondrion
gene:Q0297	Mitochondrion
gene:YDR012W	Cytoplasm
gene:YJL063C	Mitochondrion
gene:YOR208W	Cytoplasm
gene:YNL220W	Cytoplasm
gene:YGR156W	Nucleus
gene:YIL153W	Cytoplasm
gene:YDR218C	Membrane
gene:YEL026W	Nucleus
gene:YFL002C	Nucleus
gene:YKR037C	Nucleus
gene:YBR156C	Nucleus
gene:YDR465C	Cytoplasm
gene:YDR023W	Cytoplasm
gene:YJL008C	Cytoplasm
gene:YDL201W	Nucleus
gene:YGR094W	Cytoplasm
gene:YMR227C	Nucleus
gene:YFL049W	Nucleus
gene:YHR106W	Mitochondrion
gene:YOR166C	Nucleus
gene:YLR048W	Cytoplasm
gene:YPL016W	Nucleus
gene:YDR212W	Cytoplasm
gene:YOR149C	Endoplasmic reticulum membrane
gene:YAL001C	Nucleus
gene:YOR118W	Cytoplasm
gene:YDR078C	Nucleus
gene:YDR536W	Membrane
gene:YLR333C	Cytoplasm
gene:YIL126W	Nucleus
gene:YJL093C	Membrane
gene:YMR185W	Cytoplasm
gene:YMR091C	Nucleus
gene:YER107W-A	Membrane
gene:YIL069C	Cytoplasm
gene:YCL008C	Cytoplasm
gene:YER159C-A	Cytoplasm
gene:YDR396W	Membrane
gene:YGR109W-A	Cytoplasm
gene:YOR027W	Cytoplasm
gene:YBR266C	Membrane
gene:YLR086W	Nucleus
gene:YGR115C	Membrane
gene:YDR401W	Membrane
gene:YDR413C	Membrane
gene:YDL003W	Nucleus
gene:YJR103W	Cytoplasm
gene:YPL193W	Nucleus
gene:YER139C	Cytoplasm
gene:YLR375W	Nucleus
gene:YHR159W	Cytoplasm
gene:YNL088W	Nucleus
gene:YOR077W	Nucleus
gene:YOR096W	Cytoplasm
gene:YIL138C	Cytoplasm
gene:YOL161C	Membrane
gene:YNL183C	Cytoplasm
gene:YJL205C	Membrane
gene:YML065W	Nucleus
gene:YDR459C	Membrane
gene:YJR073C	Endoplasmic reticulum membrane
gene:YDR183W	Cytoplasm
gene:YDR412W	Nucleus
gene:YDR156W	Nucleus
gene:YDR065W	Mitochondrion
gene:YKR085C	Mitochondrion
gene:YKL008C	Endoplasmic reticulum membrane
gene:YOR217W	Nucleus
gene:YNL162W	Cytoplasm
gene:YNL290W	Nucleus
gene:YER169W	Nucleus
gene:Q0032	Mitochondrion
gene:YOR346W	Nucleus
gene:YDR091C	Cytoplasm
gene:YOL080C	Nucleus
gene:YIR015W	Nucleus
gene:YDR511W	Mitochondrion
gene:YPL007C	Nucleus
gene:YGR085C	Cytoplasm
gene:YOR380W	Nucleus
gene:YLR403W	Cytoplasm
gene:YOR265W	Cytoplasm
gene:YIL061C	Nucleus
gene:YPR088C	Cytoplasm
gene:YPL243W	Cytoplasm
gene:YOR254C	Endoplasmic reticulum membrane
gene:YPL160W	Cytoplasm
gene:YGR264C	Cytoplasm
gene:YLR385C	Nucleus
gene:YPR101W	Nucleus
gene:YKL122C	Cytoplasm
gene:YGL126W	Membrane
gene:YBR289W	Nucleus
gene:YNR037C	Mitochondrion
gene:YCR067C	Endoplasmic reticulum membrane
gene:YDR189W	Cytoplasm
gene:YJR010C-A	Endoplasmic reticulum membrane
gene:YGL070C	Nucleus
gene:YPL173W	Mitochondrion
gene:YDR334W	Nucleus
gene:YGR209C	Cytoplasm
gene:YPL030W	Cytoplasm
gene:YCR081W	Nucleus
gene:YPR032W	Cytoplasm
gene:YOL020W	Membrane
gene:YJR064W	Cytoplasm
gene:YHL025W	Nucleus
gene:YKR057W	Cytoplasm
gene:YLR329W	Nucleus
gene:YLR154W-C	Mitochondrion
gene:YHR041C	Nucleus
gene:YDL131W	Mitochondrion
gene:YER058W	Mitochondrion
gene:YGR060W	Endoplasmic reticulum membrane
gene:YBL041W	Cytoplasm
gene:YDR300C	Cytoplasm
gene:YDL148C	Nucleus
gene:YJL126W	Cytoplasm
gene:YBL014C	Cytoplasm
gene:YGR034W	Cytoplasm
gene:YKR079C	Cytoplasm
gene:YCR042C	Nucleus
gene:YML085C	Cytoplasm
gene:YHR149C	Membrane
gene:YDR165W	Nucleus
gene:YER046W	Cytoplasm
gene:YGR031W	Mitochondrion
gene:YKR059W; YJL138C	Cytoplasm
gene:YBL002W	Nucleus
gene:YNL267W	Nucleus
gene:YIL133C	Cytoplasm
gene:YMR274C	Endoplasmic reticulum membrane
gene:YGL103W	Cytoplasm
gene:YNL248C	Nucleus
gene:YER075C	Cytoplasm
gene:YDR003W	Membrane
gene:YCR003W	Mitochondrion
gene:YFR048W	Membrane
gene:YNL213C	Mitochondrion
gene:YPR052C	Nucleus
gene:YPL089C	Nucleus
gene:YLR075W	Cytoplasm
gene:YHR038W	Mitochondrion
gene:YDL184C	Cytoplasm
gene:YMR143W	Cytoplasm
gene:YHR031C	Nucleus
gene:YDR353W	Cytoplasm
gene:YCL010C	Nucleus
gene:YGL066W	Nucleus
gene:YKL079W	Cytoplasm
gene:YIL142W	Cytoplasm
gene:YGR002C	Nucleus
gene:YOR138C	Cytoplasm
gene:YER028C	Cytoplasm
gene:YKR086W	Nucleus
gene:YDL104C	Mitochondrion
gene:YGL097W	Nucleus
gene:YFR032C-A	Cytoplasm
gene:YLR340W	Cytoplasm
gene:YOR340C	Nucleus
gene:YPR065W	Nucleus
gene:YCR035C	Cytoplasm
gene:YLR448W	Cytoplasm
gene:YOL039W	Cytoplasm
gene:YDL001W	Cytoplasm
gene:YBR189W	Cytoplasm
gene:YKL018W	Nucleus
gene:YLR092W	Membrane
gene:YHR207C	Cytoplasm
gene:YIL016W	Endoplasmic reticulum membrane
gene:YHR099W	Nucleus
gene:YNL224C	Cytoplasm
gene:YIR001C	Cytoplasm
gene:YDR477W	Cytoplasm
gene:YFR040W	Cytoplasm
gene:YJL151C	Membrane
gene:YAR003W	Nucleus
gene:YBR175W	Nucleus
gene:YHL022C	Nucleus
gene:Q0070	Mitochondrion
gene:YDR086C	Endoplasmic reticulum membrane
gene:YPL081W	Cytoplasm
gene:YLR424W	Cytoplasm
gene:YOL043C	Nucleus
gene:YOR275C	Cytoplasm
gene:YPL096W	Cytoplasm
gene:YGR159C	Nucleus
gene:YOR085W	Endoplasmic reticulum membrane
gene:YOR287C	Nucleus
gene:YBR119W	Nucleus
gene:YNL201C	Nucleus
